arrival_time,src_ip,port,payload,latency_ms
2026-04-01 12:16:09.633,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.634,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.639,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.644,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.644,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.646,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.652,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.654,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.655,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.659,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.664,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.664,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.666,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.670,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.675,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.676,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.680,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.685,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.685,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.687,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.690,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.695,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.696,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.701,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.705,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.706,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.707,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.711,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.715,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.716,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.722,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.725,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.727,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.727,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.732,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.735,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.737,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.743,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.746,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.747,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.748,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.753,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.756,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.758,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.763,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.766,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.767,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.769,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.774,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.776,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.779,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.784,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.787,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.788,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.789,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.795,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.797,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.800,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.805,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.807,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.808,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.810,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.816,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.818,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.821,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.826,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.828,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.828,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.831,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.836,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.838,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.841,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.848,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.848,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.849,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.852,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.858,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.858,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.862,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.868,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.868,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.869,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.873,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.878,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.879,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.883,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.888,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.889,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.889,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.895,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.899,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.899,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.904,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.909,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.909,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.909,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.914,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.920,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.920,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.925,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.929,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.930,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.930,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.935,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.940,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.940,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.946,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.950,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.950,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.951,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.956,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.960,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.961,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.966,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.970,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.970,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.972,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.977,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.981,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.982,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.987,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.990,192.168.0.100,5004,"video",-1
2026-04-01 12:16:09.991,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:09.993,192.168.0.100,5008,"text",-1
2026-04-01 12:16:09.998,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.001,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.003,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.008,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.010,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.011,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.013,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.019,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.022,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.024,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.029,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.030,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.032,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.034,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.039,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.042,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.044,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.049,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.050,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.053,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.055,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.059,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.062,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.064,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.070,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.070,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.073,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.074,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.080,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.083,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.085,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.090,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.091,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.093,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.095,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.100,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.103,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.105,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.110,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.111,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.113,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.115,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.120,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.124,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.125,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.130,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.131,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.134,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.135,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.140,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.144,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.145,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.150,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.151,192.168.0.100,5004,"video",-1
2026-04-01 12:16:10.154,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.156,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.161,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.165,192.168.0.100,5006,"audio",-1
2026-04-01 12:16:10.166,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.171,192.168.0.100,5008,"text",-1
2026-04-01 12:16:10.171,192.168.0.100,5004,"video",-1
